czech,hindi,2.2667,2.1381,4.5714,34
czech,nepali,1.7778,0.9583,0.9183,32
czech,romanian,2.0714,1.0894,1.1868,29
czech,italian,2.8333,2.4221,5.8667,17
czech,ligurian,1.9167,1.7299,2.9924,23
czech,french,1.5,0.0,0,15
czech,friulian,2.8,2.6077,6.8,14
czech,catalan,2.5,2.3261,5.4107,20
czech,occitan,1.5,0.4216,0.1778,15
czech,mirandese,1.5455,0.3015,0.0909,17
czech,spanish,1.9167,1.4434,2.0833,23
czech,galician,2.0,1.804,3.2545,22
czech,portuguese,2.0,2.1002,4.4107,16
slovak,albanian,1.6,1.5811,2.5,16
slovak,armenian,3.7273,4.156,17.2727,41
slovak,latgalian,5.4286,4.8107,23.1429,38
slovak,latvian,10.0,0.0,0,20
slovak,lithuanian,4.2857,4.3916,19.2857,30
slovak,russian,4.0909,4.2039,17.6727,45
slovak,ukrainian,3.7692,3.9468,15.5769,49
slovak,bulgarian,5.2,4.6476,21.6,52
slovak,macedonian,7.7143,4.3916,19.2857,54
slovak,croatian,5.4444,4.7434,22.5,49
slovak,slovene,5.8,4.7434,22.5,58
slovak,czech,10.0,0.0,0,30
slovak,polish,5.1538,4.4635,19.9231,67
slovak,breton,4.5455,4.5407,20.6182,50
slovak,welsh,4.6,4.0346,16.2778,46
slovak,irish,2.85,2.8996,8.4079,57
slovak,norwegian,4.2778,4.2642,18.183,77
slovak,danish,1.1333,NaN,0,17
slovak,swedish,4.3125,4.272,18.25,69
slovak,faroese,4.8182,4.5407,20.6182,53
slovak,icelandic,5.25,4.5218,20.447,63
slovak,english,3.8333,3.8406,14.75,46
slovak,scots,6.6364,5.6809,32.2727,73
slovak,frisian,2.0,0.9161,0.8393,16
slovak,german,6.2727,4.4681,19.9636,69
slovak,wymysorys,2.0,1.6915,2.8611,18
slovak,luxembourgish,5.0,4.4272,19.6,75
slovak,greek,4.3077,3.8264,14.641,56
slovak,sanskrit,2.9286,3.3611,11.2967,41
slovak,awadhi,1.4545,1.5076,2.2727,16
slovak,hindi,2.1875,2.0807,4.3292,35
slovak,nepali,2.8947,3.3717,11.3684,55
slovak,romanian,4.9375,4.5,20.25,79
slovak,italian,8.6667,3.6742,13.5,52
slovak,ligurian,5.8333,4.7001,22.0909,70
slovak,french,1.4545,NaN,0,16
slovak,friulian,7.3333,4.6476,21.6,44
slovak,catalan,6.75,4.6579,21.6964,54
slovak,occitan,5.3333,4.7434,22.5,48
slovak,mirandese,3.0909,3.6407,13.2545,34
slovak,spanish,3.3333,3.5675,12.7273,40
slovak,galician,4.3333,4.4313,19.6364,52
slovak,portuguese,5.625,4.8107,23.1429,45
polish,albanian,2.25,1.291,1.6667,36
polish,armenian,3.4286,3.1977,10.2253,48
polish,latgalian,3.9,3.534,12.4889,39
polish,latvian,2.8462,2.8689,8.2308,37
polish,lithuanian,2.2727,1.221,1.4909,25
polish,russian,2.25,1.2817,1.6429,18
polish,ukrainian,1.5,0.4629,0.2143,12
polish,bulgarian,4.0,2.8067,7.8778,40
polish,macedonian,3.2857,3.3594,11.2857,23
